"DEPARTURE","ARRIVAL","ORIGIN","DEST","DISTANCE","DEP_DELAY","ARR_DELAY",
1457069580,1457074800,"PDX","SAN",933.00,-7.00,-2.00, 
1457067720,1457073408,"SEA","SNA",978.00,-3.00,0.00, 
1457111940,1457117448,"SNA","SEA",978.00,-6.00,-18.00, 
1457127300,1457132268,"SEA","SFO",679.00,45.00,54.00, 
1457082000,1457085888,"SFO","SEA",679.00,0.00,-12.00, 
1457113140,1457118936,"SEA","SFO",679.00,4.00,30.00, 
1457126400,1457129568,"SFO","PSP",421.00,35.00,40.00, 
1457100480,1457103756,"SFO","PSP",421.00,33.00,39.00, 
1457088960,1457094216,"SEA","SFO",679.00,26.00,42.00, 
1457096400,1457100576,"SFO","SEA",679.00,60.00,51.00, 
1457102520,1457107200,"SEA","SFO",679.00,37.00,42.00, 
1457076000,1457080140,"SFO","SEA",679.00,-5.00,-19.00, 
1457067060,1457070300,"PSP","SFO",421.00,-9.00,-9.00, 
1457070420,1457074848,"SFO","SEA",679.00,2.00,0.00, 
1457108160,1457112732,"SFO","SEA",679.00,41.00,45.00, 
1457099280,1457104248,"SEA","SFO",679.00,63.00,76.00, 
1457086440,1457091660,"SEA","SFO",679.00,84.00,99.00, 
1457113380,1457117376,"SJC","SEA",697.00,-7.00,-25.00, 
1457067180,1457071536,"SEA","SFO",679.00,-7.00,-12.00, 
1457068680,1457073108,"SJC","SEA",697.00,-12.00,-9.00, 
1457111040,1457115792,"SEA","SJC",697.00,104.00,115.00, 
1457097360,1457102580,"LAX","SEA",954.00,-9.00,-29.00, 
1457092380,1457096988,"SEA","SJC",697.00,-2.00,3.00, 
1457080740,1457084772,"SJC","SEA",697.00,-6.00,-18.00, 
1457112000,1457117148,"SEA","SJC",697.00,0.00,19.00, 
1457081460,1457086176,"SEA","SJC",697.00,-4.00,3.00, 
1457113320,1457117568,"SFO","SEA",679.00,37.00,30.00, 
1457103000,1457107284,"SJC","SEA",697.00,0.00,-4.00, 
1457121060,1457125524,"SEA","SJC",697.00,-4.00,-1.00, 
1457109960,1457113128,"PSP","SFO",421.00,51.00,45.00, 
1457117640,1457122176,"SFO","SEA",679.00,24.00,25.00, 
1457067600,1457072172,"SEA","OAK",672.00,-5.00,3.00, 
1457095380,1457098908,"OAK","SEA",672.00,23.00,11.00, 
1457067360,1457071104,"OAK","SEA",672.00,-4.00,-20.00, 
1457078280,1457081988,"OAK","SEA",672.00,-7.00,-19.00, 
1457125560,1457130636,"SEA","OAK",672.00,21.00,44.00, 
1457098620,1457102328,"SMF","SEA",605.00,-3.00,-10.00, 
1457078280,1457082024,"SEA","SMF",605.00,-2.00,-5.00, 
1457083440,1457088336,"SEA","OAK",672.00,-1.00,15.00, 
1457069760,1457073432,"SMF","SEA",605.00,-4.00,-12.00, 
1457119140,1457123316,"SEA","SMF",605.00,34.00,47.00, 
1457087880,1457091372,"SMF","SEA",605.00,-2.00,-19.00, 
1457089380,1457093412,"SEA","SMF",605.00,-7.00,6.00, 
1457098200,1457101800,"SFO","PDX",550.00,95.00,90.00, 
1457085360,1457089752,"PDX","SFO",550.00,51.00,58.00, 
1457076900,1457080356,"SFO","PDX",550.00,-5.00,-14.00, 
1457123160,1457127012,"PDX","SFO",550.00,-9.00,-19.00, 
1457111880,1457116092,"PDX","SFO",550.00,3.00,6.00, 
1457110920,1457114340,"SFO","PDX",550.00,72.00,62.00, 
1457069460,1457073168,"SFO","PDX",550.00,-14.00,-20.00, 
1457092200,1457096088,"SJC","SEA",697.00,0.00,-12.00, 
1457097480,1457102088,"PDX","SFO",550.00,33.00,54.00, 
1457113680,1457116992,"SJC","PDX",569.00,-7.00,-15.00, 
1457104500,1457108532,"PDX","SJC",569.00,-5.00,3.00, 
1457119140,1457123208,"PDX","SJC",569.00,9.00,22.00, 
1457068980,1457072832,"SJC","PDX",569.00,-12.00,-9.00, 
1457066940,1457070864,"PDX","SJC",569.00,-11.00,-4.00, 
1457076480,1457080080,"SJC","PDX",569.00,-7.00,-7.00, 
1457085780,1457090136,"PDX","SJC",569.00,-7.00,10.00, 
1457095560,1457098908,"SJC","PDX",569.00,1.00,-6.00, 
1457107680,1457112000,"SLC","SEA",689.00,-2.00,-11.00, 
1457127480,1457129244,"SEA","PDX",129.00,8.00,13.00, 
1457070660,1457076492,"SEA","LAX",954.00,-4.00,-2.00, 
1457088720,1457093868,"SEA","LAS",867.00,-3.00,-3.00, 
1457070840,1457072640,"PDX","SEA",129.00,-6.00,-6.00, 
1457112420,1457117964,"LAX","SEA",954.00,-8.00,-22.00, 
1457093940,1457099376,"PDX","LAX",834.00,-1.00,15.00, 
1457122980,1457128920,"SEA","LAX",954.00,-12.00,3.00, 
1457079780,1457085432,"SEA","LAX",954.00,-2.00,2.00, 
1457117400,1457123196,"SEA","LAX",954.00,-5.00,-7.00, 
1457121120,1457126988,"SEA","LAX",954.00,-3.00,6.00, 
1457094180,1457099724,"LAX","SEA",954.00,-2.00,-8.00, 
1457114340,1457120136,"LAX","SEA",954.00,-6.00,-5.00, 
1457063760,1457069448,"SEA","LAX",954.00,-4.00,-6.00, 
1457107020,1457112672,"LAX","SEA",954.00,-13.00,-30.00, 
1457122680,1457124156,"SEA","BLI",93.00,3.00,3.00, 
1457068140,1457074224,"SEA","LAX",954.00,-1.00,8.00, 
1457108880,1457114640,"LAX","SEA",954.00,-12.00,-22.00, 
1457126820,1457132904,"LAX","SEA",954.00,-18.00,-14.00, 
1457114040,1457119944,"SEA","LAX",954.00,-1.00,3.00, 
1457087640,1457093616,"LAX","SEA",954.00,-6.00,-8.00, 
1457116620,1457122380,"LAX","SEA",954.00,-3.00,-3.00, 
1457046480,1457051988,"LAX","SEA",954.00,13.00,1.00, 
1457108820,1457114544,"SEA","LAX",954.00,-3.00,1.00, 
1457067360,1457073120,"LAX","SEA",954.00,-4.00,-9.00, 
1457103000,1457108616,"LAX","SEA",954.00,-10.00,-14.00, 
1457124780,1457130432,"SEA","LAX",954.00,-2.00,5.00, 
1457081640,1457087472,"SAN","SEA",1050.00,-6.00,-24.00, 
1457102880,1457108928,"SEA","SAN",1050.00,-7.00,3.00, 
1457099700,1457106144,"SAN","SEA",1050.00,15.00,19.00, 
1457122980,1457128956,"SEA","SAN",1050.00,3.00,15.00, 
1457086020,1457092572,"SEA","SAN",1050.00,2.00,24.00, 
1457124480,1457130024,"LAX","SEA",954.00,-7.00,-16.00, 
1457111100,1457117220,"SEA","LAX",954.00,-5.00,1.00, 
1457074380,1457080284,"SAN","SEA",1050.00,-7.00,-23.00, 
1457113380,1457119464,"SEA","SAN",1050.00,-7.00,4.00, 
1457119980,1457125344,"PDX","LAX",834.00,-7.00,3.00, 
1457068980,1457075064,"SAN","SEA",1050.00,-7.00,-17.00, 
1457090220,1457096412,"SEA","SNA",978.00,-3.00,19.00, 
1457078520,1457084100,"SEA","SNA",978.00,-3.00,-3.00, 
1457071680,1457077152,"PSP","SEA",987.00,-12.00,-30.00, 
1457116620,1457121948,"SNA","SEA",978.00,-3.00,-13.00, 
1457073720,1457079588,"SEA","SNA",978.00,2.00,6.00, 
1457103720,1457109192,"SNA","SEA",978.00,22.00,9.00, 
1457086140,1457091432,"SNA","SEA",978.00,-1.00,-19.00, 
1457113500,1457119116,"SEA","SNA",978.00,-5.00,-4.00, 
1457101320,1457106900,"LAX","SEA",954.00,-8.00,-18.00, 
1457090400,1457095620,"SNA","SEA",978.00,-10.00,-25.00, 
1457089380,1457095068,"PSP","SEA",987.00,-2.00,-9.00, 
1457117340,1457122704,"SEA","SNA",978.00,-1.00,1.00, 
1457070240,1457076036,"SNA","SEA",978.00,-16.00,-34.00, 
1457096580,1457101980,"SEA","BUR",937.00,-2.00,8.00, 
1457083620,1457088876,"BUR","SEA",937.00,-3.00,-12.00, 
1457117160,1457122884,"SEA","BUR",937.00,6.00,27.00, 
1457074680,1457080332,"SNA","SEA",978.00,-2.00,-15.00, 
1457104440,1457110200,"SEA","SNA",978.00,-6.00,4.00, 
1457107920,1457113104,"BUR","SEA",937.00,-3.00,-14.00, 
1457070240,1457075568,"BUR","SEA",937.00,-16.00,-18.00, 
1457115840,1457121744,"SEA","PSP",987.00,-6.00,2.00, 
1457111220,1457116800,"PSP","SEA",987.00,-18.00,-33.00, 
1457090400,1457095476,"PSP","PDX",873.00,-10.00,-14.00, 
1457089080,1457095020,"SEA","LAX",954.00,-2.00,5.00, 
1457069580,1457074584,"PDX","SNA",859.00,-7.00,-8.00, 
1457103360,1457109588,"SEA","LAX",954.00,1.00,22.00, 
1457116260,1457120940,"LAX","PDX",834.00,-9.00,-25.00, 
1457069760,1457071452,"BLI","SEA",93.00,-4.00,-1.00, 
1457075820,1457081868,"SEA","PSP",987.00,-13.00,-6.00, 
1457089980,1457095992,"SEA","PSP",987.00,53.00,62.00, 
1457102220,1457108052,"PSP","SEA",987.00,47.00,39.00, 
1457080680,1457085972,"PDX","LAX",834.00,-7.00,1.00, 
1457118420,1457123424,"PDX","SAN",933.00,-13.00,-13.00, 
1457099160,1457105136,"SEA","PSP",987.00,-4.00,4.00, 
1457092380,1457097168,"LAX","PDX",834.00,-7.00,-18.00, 
1457069520,1457075100,"PDX","LAX",834.00,-8.00,-2.00, 
1457106300,1457110872,"LAX","PDX",834.00,-5.00,-18.00, 
1457109660,1457114916,"PDX","LAX",834.00,1.00,7.00, 
1457074380,1457079276,"LAX","PDX",834.00,-7.00,-16.00, 
1457123100,1457127888,"LAX","PDX",834.00,-5.00,-18.00, 
1457085960,1457091216,"PDX","LAX",834.00,-4.00,7.00, 
1457100240,1457105172,"SAN","PDX",933.00,-11.00,-22.00, 
1457088660,1457093988,"PDX","SAN",933.00,-9.00,1.00, 
1457068740,1457074392,"SAN","PDX",933.00,-11.00,-14.00, 
1457124300,1457129016,"PDX","LAX",834.00,-10.00,-20.00, 
1457067240,1457071956,"LAX","PDX",834.00,-6.00,-20.00, 
1457071740,1457077356,"SEA","BUR",937.00,-6.00,5.00, 
1457087460,1457092392,"PDX","SNA",859.00,-9.00,-10.00, 
1457098440,1457103120,"SNA","PDX",859.00,-16.00,-28.00, 
1457116980,1457121732,"SNA","PDX",859.00,63.00,55.00, 
1457080560,1457085204,"SNA","PDX",859.00,-14.00,-30.00, 
1457079180,1457084256,"PDX","PSP",873.00,-7.00,-1.00, 
1457106720,1457111652,"PDX","SNA",859.00,77.00,80.00, 
1457083080,1457088192,"SEA","LAS",867.00,-2.00,-4.00, 
1457125560,1457130672,"LAS","SEA",867.00,-4.00,-11.00, 
1457067780,1457072928,"SEA","LAS",867.00,-2.00,3.00, 
1457105820,1457111148,"SEA","LAS",867.00,-8.00,2.00, 
1457092500,1457098044,"LAS","SEA",867.00,-5.00,-6.00, 
1457117580,1457122656,"SEA","LAS",867.00,-2.00,1.00, 
1457128380,1457133384,"LAS","SEA",867.00,-12.00,-22.00, 
1457125860,1457131656,"SEA","LAS",867.00,31.00,56.00, 
1457100360,1457105652,"LAS","SEA",867.00,-4.00,-16.00, 
1457117220,1457122512,"LAS","SEA",867.00,-8.00,-15.00, 
1457071200,1457076924,"SEA","LAS",867.00,-5.00,10.00, 
1457070300,1457075556,"LAS","SEA",867.00,-5.00,-14.00, 
1457115240,1457120244,"SEA","LAS",867.00,19.00,16.00, 
1457079180,1457084652,"LAS","SEA",867.00,-2.00,-5.00, 
1457084760,1457089908,"LAS","SEA",867.00,-14.00,-30.00, 
1457107620,1457112192,"PDX","LAS",763.00,2.00,9.00, 
1457117280,1457121492,"LAS","PDX",763.00,-7.00,-22.00, 
1457113800,1457120208,"SEA","PHX",1107.00,0.00,15.00, 
1457107800,1457112876,"LAS","SEA",867.00,0.00,-14.00, 
1457121360,1457125824,"PDX","LAS",763.00,-4.00,-2.00, 
1457088780,1457095476,"PHX","SEA",1107.00,-7.00,0.00, 
1457074320,1457078604,"PDX","LAS",763.00,-8.00,-15.00, 
1457083260,1457087904,"LAS","PDX",763.00,1.00,-5.00, 
1457079900,1457085408,"BLI","LAS",954.00,-15.00,-10.00, 
1457070240,1457074812,"LAS","PDX",763.00,-6.00,-14.00, 
1457066520,1457072712,"PHX","SEA",1107.00,-18.00,-26.00, 
1457102880,1457109288,"PHX","SEA",1107.00,-2.00,-9.00, 
1457071980,1457077740,"SEA","PHX",1107.00,-2.00,-7.00, 
1457074620,1457080812,"PHX","SEA",1107.00,-3.00,-15.00, 
1457095740,1457101320,"SEA","LAS",867.00,-6.00,10.00, 
1457111100,1457117544,"PHX","SEA",1107.00,-5.00,-11.00, 
1457098800,1457105352,"TUS","SEA",1216.00,0.00,-13.00, 
1457116800,1457122992,"PHX","SEA",1107.00,5.00,-8.00, 
1457080440,1457085840,"PDX","PHX",1009.00,-11.00,-8.00, 
1457100360,1457106372,"SEA","PHX",1107.00,16.00,19.00, 
1457081220,1457087592,"SEA","TUS",1216.00,-3.00,4.00, 
1457094360,1457100120,"LAS","BLI",954.00,-9.00,-13.00, 
1457094600,1457100468,"SEA","PHX",1107.00,0.00,3.00, 
1457083260,1457090928,"PDX","DFW",1616.00,-4.00,-11.00, 
1457093640,1457102244,"DFW","SEA",1660.00,-6.00,-32.00, 
1457119020,1457125176,"SEA","PHX",1107.00,-3.00,12.00, 
1457112600,1457121564,"DFW","PDX",1616.00,85.00,79.00, 
1457085960,1457092296,"SEA","PHX",1107.00,1.00,7.00, 
1457111820,1457121216,"SAT","SEA",1774.00,-13.00,-22.00, 
1457069220,1457076492,"SEA","DFW",1660.00,-8.00,-28.00, 
1457096580,1457102376,"PHX","PDX",1009.00,-12.00,-20.00, 
1457096400,1457104320,"SEA","DFW",1660.00,55.00,55.00, 
1457119620,1457128800,"DFW","SEA",1660.00,37.00,27.00, 
1457086860,1457092188,"SEA","DEN",1024.00,-4.00,-11.00, 
1457070900,1457077164,"DEN","SEA",1024.00,-5.00,-16.00, 
1457087400,1457095608,"SEA","AUS",1770.00,-5.00,-7.00, 
1457111640,1457120568,"AUS","SEA",1770.00,-11.00,-38.00, 
1457069400,1457074332,"SEA","DEN",1024.00,-5.00,-19.00, 
1457117640,1457123940,"DEN","SEA",1024.00,-1.00,-11.00, 
1457103120,1457109780,"DEN","SEA",1024.00,-3.00,-3.00, 
1457117040,1457122044,"SEA","DEN",1024.00,-11.00,-13.00, 
1457085780,1457092044,"DEN","SEA",1024.00,-2.00,-8.00, 
1457101920,1457107284,"SEA","DEN",1024.00,2.00,1.00, 
1457088960,1457090832,"SEA","GEG",224.00,-4.00,-5.00, 
1457083200,1457090940,"PDX","ORD",1739.00,-10.00,-24.00, 
1457107800,1457117448,"ORD","PDX",1739.00,-10.00,-27.00, 
1457081220,1457083452,"GEG","SEA",224.00,-8.00,-16.00, 
1457074620,1457076420,"SEA","GEG",224.00,-3.00,-11.00, 
1457095560,1457097684,"GEG","SEA",224.00,-4.00,-8.00, 
1457086860,1457094996,"SEA","SAT",1774.00,-4.00,-22.00, 
1457125320,1457127984,"SEA","GEG",224.00,-3.00,16.00, 
1457063460,1457065692,"GEG","SEA",224.00,-9.00,-12.00, 
1457129460,1457131548,"SEA","GEG",224.00,-4.00,-1.00, 
1457067540,1457070204,"GEG","SEA",224.00,-1.00,5.00, 
1457093040,1457097144,"SEA","SLC",689.00,-6.00,-12.00, 
1457104800,1457108760,"PDX","SLC",630.00,-15.00,-9.00, 
1457118960,1457122884,"SLC","PDX",630.00,-4.00,-5.00, 
1457120520,1457124192,"SAN","SLC",626.00,-13.00,-21.00, 
1457084280,1457088636,"SLC","SEA",689.00,-7.00,-15.00, 
1457073900,1457078220,"SLC","SAN",626.00,-15.00,-15.00, 
1457113860,1457117604,"LAX","SLC",590.00,-9.00,-15.00, 
1457067360,1457071392,"SLC","LAX",590.00,-4.00,-12.00, 
1457070120,1457074008,"SEA","SLC",689.00,-3.00,-20.00, 
1457080980,1457090592,"SEA","IAD",2306.00,-7.00,-40.00, 
1457113500,1457126028,"IAD","SEA",2306.00,-5.00,-22.00, 
1457063760,1457071212,"ANC","SEA",1448.00,-4.00,3.00, 
1457083800,1457092260,"SEA","IAH",1874.00,0.00,-15.00, 
1457080200,1457088732,"SEA","BNA",1978.00,-5.00,-28.00, 
1457106840,1457117892,"BNA","SEA",1978.00,-1.00,13.00, 
1457073180,1457087760,"BWI","LAX",2329.00,-7.00,38.00, 
1457124900,1457135160,"LAX","BWI",2329.00,-5.00,-25.00, 
1457069940,1457074116,"SLC","SFO",599.00,9.00,2.00, 
1457121780,1457125596,"SFO","SLC",599.00,-7.00,-9.00, 
1457115720,1457128176,"ATL","SEA",2182.00,42.00,38.00, 
1457085780,1457095284,"SEA","ATL",2182.00,68.00,54.00, 
1457089140,1457096484,"SEA","STL",1709.00,-6.00,-20.00, 
1457070900,1457083428,"ATL","SEA",2182.00,-5.00,-2.00, 
1457104380,1457113596,"SEA","ATL",2182.00,-2.00,-23.00, 
1457112720,1457122296,"STL","SEA",1709.00,-13.00,-27.00, 
1457084580,1457091096,"SEA","MCI",1489.00,-2.00,-21.00, 
1457110200,1457123664,"RDU","SEA",2354.00,-5.00,29.00, 
1457076780,1457086716,"SEA","RDU",2354.00,-7.00,-45.00, 
1457109780,1457119788,"IAH","SEA",1874.00,-7.00,-24.00, 
1457124240,1457131548,"SEA","ANC",1448.00,-1.00,-18.00, 
1457076360,1457086620,"SEA","CHS",2415.00,1.00,-43.00, 
1457110020,1457123088,"CHS","SEA",2415.00,-8.00,-20.00, 
1457106540,1457115180,"MCI","SEA",1489.00,-16.00,-16.00, 
1457082360,1457092368,"SAN","MCO",2149.00,-9.00,-3.00, 
1457108880,1457120148,"MCO","SAN",2149.00,-2.00,-19.00, 
1457080140,1457090148,"PDX","DCA",2350.00,-11.00,-26.00, 
1457075220,1457085336,"SEA","BWI",2335.00,-3.00,-21.00, 
1457107980,1457120796,"BWI","SEA",2335.00,-2.00,-26.00, 
1457111400,1457126916,"BOS","SAN",2588.00,-5.00,11.00, 
1457077200,1457087640,"SEA","TPA",2520.00,0.00,-39.00, 
1457107020,1457119728,"DCA","PDX",2350.00,-3.00,-9.00, 
1457111700,1457118180,"ABQ","SEA",1180.00,95.00,95.00, 
1457110800,1457124228,"TPA","SEA",2520.00,-10.00,-22.00, 
1457112780,1457123868,"MSY","SEA",2086.00,-7.00,-19.00, 
1457085600,1457094600,"SEA","MSY",2086.00,-5.00,-29.00, 
1457075520,1457084484,"SEA","DTW",1927.00,-8.00,-17.00, 
1457105640,1457116368,"DTW","SEA",1927.00,-6.00,-3.00, 
1457088060,1457094108,"SEA","ABQ",1180.00,1.00,-10.00, 
1457076420,1457088336,"SAN","BOS",2588.00,-8.00,-7.00, 
1457116620,1457120508,"SMF","SEA",605.00,-8.00,-15.00, 
1457088120,1457097984,"OGG","SMF",2404.00,2.00,-28.00, 
1457075940,1457089116,"SJC","OGG",2355.00,-11.00,15.00, 
1457096940,1457107524,"KOA","SAN",2556.00,-16.00,-52.00, 
1457090940,1457101560,"OGG","SAN",2541.00,-11.00,-31.00, 
1457109960,1457124216,"BLI","HNL",2715.00,-4.00,2.00, 
1457084520,1457098920,"PDX","OGG",2562.00,2.00,27.00, 
1457071500,1457083992,"OAK","OGG",2349.00,0.00,12.00, 
1457103720,1457113584,"OGG","SJC",2355.00,7.00,-21.00, 
1457092080,1457106696,"BLI","OGG",2681.00,8.00,19.00, 
1457131440,1457142384,"LIH","SEA",2701.00,-1.00,-46.00, 
1457098440,1457109276,"OGG","SEA",2640.00,-1.00,-40.00, 
1457085960,1457100828,"PDX","LIH",2631.00,46.00,74.00, 
1457125260,1457135628,"OGG","PDX",2562.00,11.00,-34.00, 
1457069400,1457073288,"SEA","SMF",605.00,-5.00,-2.00, 
1457080560,1457093664,"SMF","OGG",2404.00,-14.00,5.00, 
1457105460,1457115036,"KOA","OAK",2378.00,41.00,-1.00, 
1457091660,1457102568,"KOA","PDX",2607.00,-4.00,-31.00, 
1457072400,1457085576,"SAN","OGG",2541.00,-10.00,-14.00, 
1457100480,1457110452,"HNL","SJC",2417.00,3.00,-39.00, 
1457110260,1457124696,"SEA","OGG",2640.00,6.00,18.00, 
1457097720,1457108664,"LIH","SEA",2701.00,-3.00,-39.00, 
1457070900,1457085192,"PDX","HNL",2603.00,-5.00,7.00, 
1457090700,1457101428,"HNL","PDX",2603.00,0.00,-42.00, 
1457077980,1457090724,"SJC","HNL",2417.00,-12.00,4.00, 
1457110740,1457125032,"SEA","LIH",2701.00,-1.00,-9.00, 
1457082780,1457097432,"SEA","KOA",2688.00,-2.00,11.00, 
1457106420,1457116284,"LIH","SJC",2466.00,62.00,26.00, 
1457080020,1457092332,"OAK","KOA",2378.00,-18.00,-16.00, 
1457131500,1457143668,"KOA","SEA",2688.00,-10.00,-27.00, 
1457080140,1457094792,"SEA","HNL",2677.00,-1.00,11.00, 
1457128200,1457139360,"HNL","SEA",2677.00,5.00,-44.00, 
1457107560,1457121996,"SEA","HNL",2677.00,-4.00,3.00, 
1457073720,1457088048,"PDX","KOA",2607.00,-8.00,0.00, 
1457089980,1457100384,"LIH","SAN",2676.00,3.00,-37.00, 
1457078160,1457089428,"HNL","SEA",2677.00,-4.00,-40.00, 
1457077500,1457092260,"SEA","OGG",2640.00,-5.00,10.00, 
1457093760,1457103948,"OGG","PDX",2562.00,6.00,-31.00, 
1457105940,1457120268,"PDX","OGG",2562.00,-6.00,31.00, 
1457071860,1457085216,"SJC","LIH",2466.00,-9.00,12.00, 
1457097540,1457110212,"OGG","ANC",2797.00,-6.00,-24.00, 
1457094600,1457107488,"ANC","HNL",2777.00,-5.00,-23.00, 
1457124780,1457137452,"HNL","ANC",2777.00,-2.00,-28.00, 
1457090880,1457104344,"ANC","KOA",2874.00,-7.00,-16.00, 
1457112060,1457126316,"SEA","KOA",2688.00,6.00,2.00, 
1457093880,1457105184,"KOA","SEA",2688.00,-2.00,-43.00, 
1457130480,1457141136,"OGG","SEA",2640.00,13.00,-36.00, 
1457076660,1457091528,"SEA","LIH",2701.00,1.00,2.00, 
1457074500,1457086920,"OAK","KOA",2378.00,-10.00,-5.00, 
1457104860,1457115696,"HNL","SAN",2614.00,-4.00,-33.00, 
1457116560,1457130456,"SEA","HNL",2677.00,11.00,3.00, 
1457095380,1457107152,"HNL","SEA",2677.00,-2.00,-30.00, 
1457085180,1457098932,"SAN","HNL",2614.00,-17.00,-8.00, 
1457130180,1457141484,"HNL","BLI",2715.00,-12.00,-68.00, 
1457161020,1457173188,"DCA","SEA",2329.00,-3.00,-33.00, 
1457184240,1457194248,"SEA","DCA",2329.00,14.00,4.00, 
1457198640,1457210808,"DCA","SEA",2329.00,-11.00,-47.00, 
1457160720,1457171124,"SEA","DCA",2329.00,-13.00,-19.00, 
1457165460,1457177556,"DCA","LAX",2311.00,-4.00,-43.00, 
1457178960,1457189400,"LAX","DCA",2311.00,-4.00,-5.00, 
1457158140,1457171424,"JFK","SEA",2422.00,-6.00,-16.00, 
1457160900,1457172240,"SEA","EWR",2402.00,-5.00,-3.00, 
1457157840,1457170728,"MCO","SEA",2554.00,-11.00,-48.00, 
1457194740,1457207268,"EWR","SEA",2402.00,-1.00,-33.00, 
1457166240,1457177184,"SEA","BOS",2496.00,-1.00,-17.00, 
1457190120,1457200704,"SEA","EWR",2402.00,-3.00,-3.00, 
1457199900,1457213112,"BOS","SEA",2496.00,0.00,-28.00, 
1457161800,1457173500,"SEA","MCO",2554.00,0.00,7.00, 
1457157720,1457170284,"EWR","SEA",2402.00,2.00,-28.00, 
1457199600,1457213604,"MCO","SEA",2554.00,-15.00,-16.00, 
1457204880,1457214060,"ORD","SEA",1721.00,28.00,5.00, 
1457157480,1457171088,"BOS","SEA",2496.00,-2.00,-24.00, 
1457196720,1457204748,"SEA","ORD",1721.00,-8.00,-24.00, 
1457187960,1457197320,"ORD","SEA",1721.00,-4.00,-23.00, 
1457189880,1457197908,"MSP","SEA",1399.00,18.00,11.00, 
1457163660,1457175648,"SEA","FLL",2717.00,-4.00,-15.00, 
1457155500,1457164176,"MSP","SEA",1399.00,-5.00,11.00, 
1457194620,1457196492,"ADQ","ANC",253.00,-3.00,1.00, 
1457172360,1457175060,"ANC","BET",399.00,-4.00,-8.00, 
1457180460,1457182980,"BET","ANC",399.00,6.00,9.00, 
1457200620,1457203176,"ANC","BET",399.00,-3.00,-3.00, 
1457206980,1457209680,"BET","ANC",399.00,-20.00,-10.00, 
1457187960,1457189940,"ANC","ADQ",253.00,-4.00,-6.00, 
1457185920,1457189628,"ANC","SCC",627.00,-3.00,0.00, 
1457194200,1457196144,"SCC","BRW",204.00,-17.00,-10.00, 
1457200260,1457204436,"BRW","ANC",725.00,-14.00,-6.00, 
1457210220,1457213676,"SCC","ANC",627.00,-13.00,-15.00, 
1457195640,1457199636,"ANC","BRW",725.00,-6.00,-9.00, 
1457204940,1457206632,"BRW","SCC",204.00,-11.00,-8.00, 
1457175540,1457178384,"BRW","FAI",503.00,-10.00,-11.00, 
1457160120,1457163684,"ANC","SCC",627.00,-8.00,-9.00, 
1457168640,1457170188,"SCC","BRW",204.00,-16.00,-19.00, 
1457183220,1457185056,"FAI","ANC",261.00,-13.00,-21.00, 
1457158500,1457160480,"JNU","KTN",234.00,-10.00,-19.00, 
1457164380,1457168808,"KTN","SEA",680.00,-21.00,-4.00, 
1457173740,1457175612,"YAK","CDV",213.00,-30.00,-28.00, 
1457160000,1457164932,"SEA","JNU",909.00,0.00,-26.00, 
1457179980,1457181636,"CDV","ANC",160.00,-25.00,-23.00, 
1457167860,1457170092,"JNU","YAK",198.00,-22.00,-20.00, 
1457160780,1457164092,"ANC","JNU",571.00,-7.00,-15.00, 
1457180160,1457184048,"KTN","SEA",680.00,-25.00,-23.00, 
1457174700,1457176608,"SIT","KTN",183.00,-24.00,-17.00, 
1457169120,1457170272,"JNU","SIT",95.00,-21.00,-30.00, 
1457153460,1457155512,"FAI","ANC",261.00,-9.00,-21.00, 
1457172540,1457176212,"ANC","JNU",571.00,-6.00,3.00, 
1457186160,1457187132,"PSG","WRG",31.00,-24.00,-19.00, 
1457190720,1457191836,"WRG","KTN",82.00,-18.00,-18.00, 
1457181120,1457182560,"JNU","PSG",123.00,-12.00,-16.00, 
1457194680,1457198784,"KTN","SEA",680.00,-31.00,-23.00, 
1457166660,1457168100,"KTN","WRG",82.00,-3.00,-6.00, 
1457181240,1457184768,"JNU","ANC",571.00,-16.00,-20.00, 
1457161020,1457165304,"SEA","KTN",680.00,17.00,7.00, 
1457175300,1457176740,"PSG","JNU",123.00,-24.00,-25.00, 
1457171220,1457172336,"WRG","PSG",31.00,-19.00,-16.00, 
1457196660,1457198244,"YAK","JNU",198.00,-39.00,-41.00, 
1457186880,1457188392,"ANC","CDV",160.00,-11.00,-15.00, 
1457203980,1457209164,"JNU","SEA",909.00,-17.00,-9.00, 
1457191620,1457193348,"CDV","YAK",213.00,-30.00,-28.00, 
1457191260,1457193024,"KTN","SIT",183.00,-21.00,-30.00, 
1457185440,1457189652,"SEA","KTN",680.00,-6.00,-14.00, 
1457198820,1457200080,"SIT","JNU",95.00,1.00,0.00, 
1457204820,1457206728,"KTN","JNU",234.00,-27.00,-36.00, 
1457199840,1457203764,"SEA","KTN",680.00,-6.00,-21.00, 
1457211720,1457213052,"JNU","SIT",95.00,-20.00,-20.00, 
1457152860,1457154300,"SIT","JNU",95.00,-19.00,-21.00, 
1457159820,1457163276,"JNU","ANC",571.00,0.00,-7.00, 
1457172240,1457177064,"SEA","JNU",909.00,-6.00,-29.00, 
1457183340,1457188488,"JNU","SEA",909.00,-11.00,-3.00, 
1457153580,1457160744,"SEA","ANC",1448.00,-7.00,-30.00, 
1457161140,1457168700,"SEA","ANC",1448.00,-1.00,-15.00, 
1457203740,1457210976,"ANC","SEA",1448.00,-6.00,2.00, 
